start,destination,km,price
Ghatkopar,Chhatrapati Shivaji Maharaj Terminus,50,20
Ghatkopar,Kopar,38,20
Ghatkopar,Vile Parle,48,20
Ghatkopar,Chinchpokli,7,5
Ghatkopar,Kalyan Junction,49,20
Ghatkopar,Lower Parel,29,15
Ghatkopar,Masjid,46,20
Ghatkopar,Mira Road,6,5
Ghatkopar,Andheri,7,5
Ghatkopar,Mumbra,18,10
Ghatkopar,Tilak Nagar,34,15
Ghatkopar,Sion,41,20
Ghatkopar,Dahisar,7,5
Ghatkopar,Prabhadevi,37,20
Ghatkopar,Parel,45,20
Ghatkopar,Chembur,41,20
Ghatkopar,Sanpada,43,20
Ghatkopar,Kanjur Marg,23,15
Ghatkopar,Charni Road,21,15
Ghatkopar,Diva Junction,10,10
Ghatkopar,Ram Mandir,36,20
Ghatkopar,Matunga,22,15
Ghatkopar,Mankhurd,21,15
Ghatkopar,Borivali,2,5
Ghatkopar,Guru Tegh Bahadur Nagar,26,15
Ghatkopar,Mumbai Central,10,10
Ghatkopar,Bandra,25,15
Ghatkopar,Sewri,42,20
Ghatkopar,Vidyavihar,15,10
Ghatkopar,Khar Road,30,15
Ghatkopar,Kandivli,46,20
Ghatkopar,Jogeshwari,10,10
Ghatkopar,Cotton Green,21,15
Ghatkopar,Panvel,34,15
Ghatkopar,Bhandup,10,10
Ghatkopar,Naigaon,45,20
Ghatkopar,Churchgate,12,10
Ghatkopar,Vashi,25,15
Ghatkopar,Kalwa,15,10
Ghatkopar,Reay Road,43,20
Ghatkopar,Mahim Junction,47,20
Ghatkopar,Thane,11,10
Ghatkopar,Nallasopara,13,10
Ghatkopar,Vasai Road,6,5
Ghatkopar,Virar,7,5
Mulund,Dadar,6,5
Mulund,Goregaon,19,10
Mulund,Sandhurst Road,9,5
Mulund,Dombivli,20,10
Mulund,Vikhroli,13,10
Mulund,Kurla,8,5
Mulund,Grant Road,47,20
Mulund,Santacruz,4,5
Mulund,Byculla,2,5
Mulund,Wadala Road,15,10
Mulund,Marine Lines,28,15
Mulund,Dockyard Road,4,5
Mulund,Ghatkopar,11,10
Mulund,Nahur,34,15
Mulund,Thakurli,3,5
Mulund,Chunabhatti,16,10
Mulund,Mahalaxmi,21,15
Mulund,Currey Road,20,10
Mulund,Bhayandar,36,20
Mulund,Matunga Road,37,20
Mulund,Malad,27,15
Mulund,Chhatrapati Shivaji Maharaj Terminus,10,10
Mulund,Kopar,24,15
Mulund,Vile Parle,8,5
Mulund,Chinchpokli,17,10
Mulund,Kalyan Junction,39,20
Mulund,Lower Parel,39,20
Mulund,Masjid,36,20
Mulund,Mira Road,6,5
Mulund,Andheri,5,5
Mulund,Mumbra,28,15
Mulund,Tilak Nagar,28,15
Mulund,Sion,1,5
Mulund,Dahisar,17,10
Mulund,Prabhadevi,27,15
Mulund,Parel,17,10
Mulund,Chembur,1,5
Mulund,Sanpada,3,5
Mulund,Kanjur Marg,39,20
Mulund,Charni Road,31,15
Mulund,Diva Junction,2,5
Mulund,Ram Mandir,26,15
Mulund,Matunga,32,15
Mulund,Mankhurd,31,15
Mulund,Borivali,10,10
Mulund,Guru Tegh Bahadur Nagar,36,20
Mulund,Mumbai Central,2,5
Mulund,Bandra,37,20
Mulund,Sewri,32,15
Mulund,Vidyavihar,47,20
Mulund,Khar Road,40,20
Mulund,Kandivli,16,10
Mulund,Jogeshwari,2,5
Mulund,Cotton Green,31,15
Mulund,Panvel,44,20
Mulund,Bhandup,2,5
Mulund,Naigaon,17,10
Mulund,Churchgate,22,15
Mulund,Vashi,35,15
Mulund,Kalwa,25,15
Mulund,Reay Road,3,5
Mulund,Mahim Junction,7,5
Mulund,Thane,1,5
Mulund,Nallasopara,3,5
Mulund,Vasai Road,46,20
Mulund,Virar,5,5
Nahur,Dadar,39,20
Nahur,Goregaon,2,5
Nahur,Sandhurst Road,26,15
Nahur,Dombivli,3,5
Nahur,Vikhroli,46,20
Nahur,Kurla,27,15
Nahur,Grant Road,30,15
Nahur,Santacruz,37,20
Nahur,Byculla,35,15
Nahur,Wadala Road,48,20
Nahur,Marine Lines,11,10
Nahur,Dockyard Road,37,20
Nahur,Ghatkopar,44,20
Nahur,Mulund,34,15
Nahur,Thakurli,36,20
Nahur,Chunabhatti,33,15
Nahur,Mahalaxmi,14,10
Nahur,Currey Road,3,5
Nahur,Bhayandar,19,10
Nahur,Matunga Road,20,10
Nahur,Malad,8,5
Nahur,Chhatrapati Shivaji Maharaj Terminus,43,20
Nahur,Kopar,7,5
Nahur,Vile Parle,41,20
Nahur,Chinchpokli,50,20
Nahur,Kalyan Junction,6,5
Nahur,Lower Parel,22,15
Nahur,Masjid,49,20
Nahur,Mira Road,39,20
Nahur,Andheri,38,20
Nahur,Mumbra,11,10
Nahur,Tilak Nagar,11,10
Nahur,Sion,34,15
Nahur,Dahisar,50,20
Nahur,Prabhadevi,8,5
Nahur,Parel,50,20
Nahur,Chembur,34,15
Nahur,Sanpada,36,20
Nahur,Kanjur Marg,22,15
Nahur,Charni Road,14,10
Nahur,Diva Junction,35,15
Nahur,Ram Mandir,9,5
Nahur,Matunga,15,10
Nahur,Mankhurd,14,10
Nahur,Borivali,43,20
Nahur,Guru Tegh Bahadur Nagar,19,10
Nahur,Mumbai Central,35,15
Nahur,Bandra,20,10
Nahur,Sewri,3,5
Nahur,Vidyavihar,30,15
Nahur,Khar Road,23,15
Nahur,Kandivli,49,20
Nahur,Jogeshwari,35,15
Nahur,Cotton Green,14,10
Nahur,Panvel,27,15
Nahur,Bhandup,35,15
Nahur,Naigaon,50,20
Nahur,Churchgate,5,5
Nahur,Vashi,18,10
Nahur,Kalwa,8,5
Nahur,Reay Road,36,20
Nahur,Mahim Junction,40,20
Nahur,Thane,34,15
Nahur,Nallasopara,32,15
Nahur,Vasai Road,13,10
Nahur,Virar,38,20
Thakurli,Dadar,4,5
Thakurli,Goregaon,17,10
Thakurli,Sandhurst Road,11,10
Thakurli,Dombivli,18,10
Thakurli,Vikhroli,41,20
Thakurli,Kurla,10,10
Thakurli,Grant Road,45,20
Thakurli,Santacruz,50,20
Thakurli,Byculla,50,20
Thakurli,Wadala Road,13,10
Thakurli,Marine Lines,26,15
Thakurli,Dockyard Road,50,20
Thakurli,Ghatkopar,9,5
Thakurli,Mulund,3,5
Thakurli,Nahur,36,20
Thakurli,Chunabhatti,18,10
Thakurli,Mahalaxmi,23,15
Thakurli,Currey Road,18,10
Thakurli,Bhayandar,18,10
Thakurli,Matunga Road,35,15
Thakurli,Malad,29,15
Thakurli,Chhatrapati Shivaji Maharaj Terminus,8,5
Thakurli,Kopar,22,15
Thakurli,Vile Parle,6,5
Thakurli,Chinchpokli,15,10
Thakurli,Kalyan Junction,41,20
Thakurli,Lower Parel,37,20
Thakurli,Masjid,38,20
Thakurli,Mira Road,48,20
Thakurli,Andheri,49,20
Thakurli,Mumbra,26,15
Thakurli,Tilak Nagar,26,15
Thakurli,Sion,49,20
Thakurli,Dahisar,15,10
Thakurli,Prabhadevi,29,15
Thakurli,Parel,15,10
Thakurli,Chembur,49,20
Thakurli,Sanpada,1,5
Thakurli,Kanjur Marg,15,10
Thakurli,Charni Road,29,15
Thakurli,Diva Junction,50,20
Thakurli,Ram Mandir,28,15
Thakurli,Matunga,30,15
Thakurli,Mankhurd,29,15
Thakurli,Borivali,44,20
Thakurli,Guru Tegh Bahadur Nagar,18,10
Thakurli,Mumbai Central,50,20
Thakurli,Bandra,35,15
Thakurli,Sewri,34,15
Thakurli,Vidyavihar,7,5
Thakurli,Khar Road,38,20
Thakurli,Kandivli,38,20
Thakurli,Jogeshwari,2,5
Thakurli,Cotton Green,29,15
Thakurli,Panvel,42,20
Thakurli,Bhandup,50,20
Thakurli,Naigaon,15,10
Thakurli,Churchgate,20,10
Thakurli,Vashi,33,15
Thakurli,Kalwa,23,15
Thakurli,Reay Road,1,5
Thakurli,Mahim Junction,5,5
Thakurli,Thane,3,5
Thakurli,Nallasopara,5,5
Thakurli,Vasai Road,48,20
Thakurli,Virar,49,20
Chunabhatti,Dadar,21,15
Chunabhatti,Goregaon,34,15
Chunabhatti,Sandhurst Road,8,5
Chunabhatti,Dombivli,35,15
Chunabhatti,Vikhroli,28,15
Chunabhatti,Kurla,9,5
Chunabhatti,Grant Road,12,10
Chunabhatti,Santacruz,19,10
Chunabhatti,Byculla,17,10
Chunabhatti,Wadala Road,30,15
Chunabhatti,Marine Lines,43,20
Chunabhatti,Dockyard Road,19,10
Chunabhatti,Ghatkopar,26,15
Chunabhatti,Mulund,16,10
Chunabhatti,Nahur,33,15
Chunabhatti,Thakurli,18,10
Chunabhatti,Mahalaxmi,46,20
Chunabhatti,Currey Road,35,15
Chunabhatti,Bhayandar,1,5
Chunabhatti,Matunga Road,2,5
Chunabhatti,Malad,40,20
Chunabhatti,Chhatrapati Shivaji Maharaj Terminus,25,15
Chunabhatti,Kopar,39,20
Chunabhatti,Vile Parle,23,15
Chunabhatti,Chinchpokli,32,15
Chunabhatti,Kalyan Junction,28,15
Chunabhatti,Lower Parel,4,5
Chunabhatti,Masjid,31,15
Chunabhatti,Mira Road,21,15
Chunabhatti,Andheri,20,10
Chunabhatti,Mumbra,43,20
Chunabhatti,Tilak Nagar,43,20
Chunabhatti,Sion,16,10
Chunabhatti,Dahisar,32,15
Chunabhatti,Prabhadevi,40,20
Chunabhatti,Parel,32,15
Chunabhatti,Chembur,16,10
Chunabhatti,Sanpada,18,10
Chunabhatti,Kanjur Marg,4,5
Chunabhatti,Charni Road,46,20
Chunabhatti,Diva Junction,17,10
Chunabhatti,Ram Mandir,41,20
Chunabhatti,Matunga,47,20
Chunabhatti,Mankhurd,46,20
Chunabhatti,Borivali,25,15
Chunabhatti,Guru Tegh Bahadur Nagar,1,5
Chunabhatti,Mumbai Central,17,10
Chunabhatti,Bandra,2,5
Chunabhatti,Sewri,35,15
Chunabhatti,Vidyavihar,12,10
Chunabhatti,Khar Road,5,5
Chunabhatti,Kandivli,31,15
Chunabhatti,Jogeshwari,17,10
Chunabhatti,Cotton Green,46,20
Chunabhatti,Panvel,9,5
Chunabhatti,Bhandup,17,10
Chunabhatti,Naigaon,32,15
Chunabhatti,Churchgate,37,20
Chunabhatti,Vashi,50,20
Chunabhatti,Kalwa,40,20
Chunabhatti,Reay Road,18,10
Chunabhatti,Mahim Junction,22,15
Chunabhatti,Thane,16,10
Chunabhatti,Nallasopara,14,10
Chunabhatti,Vasai Road,21,15
Chunabhatti,Virar,20,10
Mahalaxmi,Dadar,26,15
Mahalaxmi,Goregaon,39,20
Mahalaxmi,Sandhurst Road,13,10
Mahalaxmi,Dombivli,40,20
Mahalaxmi,Vikhroli,33,15
Mahalaxmi,Kurla,14,10
Mahalaxmi,Grant Road,17,10
Mahalaxmi,Santacruz,24,15
Mahalaxmi,Byculla,22,15
Mahalaxmi,Wadala Road,35,15
Mahalaxmi,Marine Lines,48,20
Mahalaxmi,Dockyard Road,24,15
Mahalaxmi,Ghatkopar,31,15
Mahalaxmi,Mulund,21,15
Mahalaxmi,Nahur,14,10
Mahalaxmi,Thakurli,23,15
Mahalaxmi,Chunabhatti,46,20
Mahalaxmi,Currey Road,40,20
Mahalaxmi,Bhayandar,6,5
Mahalaxmi,Matunga Road,7,5
Mahalaxmi,Malad,45,20
Mahalaxmi,Chhatrapati Shivaji Maharaj Terminus,30,15
Mahalaxmi,Kopar,44,20
Mahalaxmi,Vile Parle,28,15
Mahalaxmi,Chinchpokli,37,20
Mahalaxmi,Kalyan Junction,19,10
Mahalaxmi,Lower Parel,9,5
Mahalaxmi,Masjid,36,20
Mahalaxmi,Mira Road,26,15
Mahalaxmi,Andheri,25,15
Mahalaxmi,Mumbra,48,20
Mahalaxmi,Tilak Nagar,48,20
Mahalaxmi,Sion,21,15
Mahalaxmi,Dahisar,37,20
Mahalaxmi,Prabhadevi,45,20
Mahalaxmi,Parel,37,20
Mahalaxmi,Chembur,21,15
Mahalaxmi,Sanpada,23,15
Mahalaxmi,Kanjur Marg,9,5
Mahalaxmi,Charni Road,1,5
Mahalaxmi,Diva Junction,22,15
Mahalaxmi,Ram Mandir,46,20
Mahalaxmi,Matunga,2,5
Mahalaxmi,Mankhurd,1,5
Mahalaxmi,Borivali,30,15
Mahalaxmi,Guru Tegh Bahadur Nagar,6,5
Mahalaxmi,Mumbai Central,22,15
Mahalaxmi,Bandra,7,5
Mahalaxmi,Sewri,40,20
Mahalaxmi,Vidyavihar,17,10
Mahalaxmi,Khar Road,10,10
Mahalaxmi,Kandivli,36,20
Mahalaxmi,Jogeshwari,22,15
Mahalaxmi,Cotton Green,1,5
Mahalaxmi,Panvel,14,10
Mahalaxmi,Bhandup,22,15
Mahalaxmi,Naigaon,37,20
Mahalaxmi,Churchgate,42,20
Mahalaxmi,Vashi,5,5
Mahalaxmi,Kalwa,45,20
Mahalaxmi,Reay Road,23,15
Mahalaxmi,Mahim Junction,27,15
Mahalaxmi,Thane,21,15
Mahalaxmi,Nallasopara,19,10
Mahalaxmi,Vasai Road,26,15
Mahalaxmi,Virar,25,15
Currey Road,Dadar,37,20
Currey Road,Goregaon,50,20
Currey Road,Sandhurst Road,28,15
Currey Road,Dombivli,1,5
Currey Road,Vikhroli,8,5
Currey Road,Kurla,27,15
Currey Road,Grant Road,28,15
Currey Road,Santacruz,17,10
Currey Road,Byculla,19,10
Currey Road,Wadala Road,46,20
Currey Road,Marine Lines,43,20
Currey Road,Dockyard Road,17,10
Currey Road,Ghatkopar,42,20
Currey Road,Mulund,20,10
Currey Road,Nahur,3,5
Currey Road,Thakurli,18,10
Currey Road,Chunabhatti,35,15
Currey Road,Mahalaxmi,40,20
Currey Road,Bhayandar,35,15
Currey Road,Matunga Road,18,10
Currey Road,Malad,46,20
Currey Road,Chhatrapati Shivaji Maharaj Terminus,41,20
Currey Road,Kopar,5,5
Currey Road,Vile Parle,39,20
Currey Road,Chinchpokli,48,20
Currey Road,Kalyan Junction,8,5
Currey Road,Lower Parel,20,10
Currey Road,Masjid,5,5
Currey Road,Mira Road,15,10
Currey Road,Andheri,16,10
Currey Road,Mumbra,9,5
Currey Road,Tilak Nagar,43,20
Currey Road,Sion,32,15
Currey Road,Dahisar,48,20
Currey Road,Prabhadevi,46,20
Currey Road,Parel,48,20
Currey Road,Chembur,32,15
Currey Road,Sanpada,34,15
Currey Road,Kanjur Marg,32,15
Currey Road,Charni Road,12,10
Currey Road,Diva Junction,19,10
Currey Road,Ram Mandir,45,20
Currey Road,Matunga,13,10
Currey Road,Mankhurd,12,10
Currey Road,Borivali,11,10
Currey Road,Guru Tegh Bahadur Nagar,35,15
Currey Road,Mumbai Central,33,15
Currey Road,Bandra,34,15
Currey Road,Sewri,1,5
Currey Road,Vidyavihar,24,15
Currey Road,Khar Road,21,15
Currey Road,Kandivli,5,5
Currey Road,Jogeshwari,19,10
Currey Road,Cotton Green,12,10
Currey Road,Panvel,25,15
Currey Road,Bhandup,33,15
Currey Road,Naigaon,4,5
Currey Road,Churchgate,3,5
Currey Road,Vashi,16,10
Currey Road,Kalwa,6,5
Currey Road,Reay Road,34,15
Currey Road,Mahim Junction,38,20
Currey Road,Thane,20,10
Currey Road,Nallasopara,22,15
Currey Road,Vasai Road,15,10
Currey Road,Virar,16,10
Bhayandar,Dadar,21,15
Bhayandar,Goregaon,34,15
Bhayandar,Sandhurst Road,44,20
Bhayandar,Dombivli,35,15
Bhayandar,Vikhroli,24,15
Bhayandar,Kurla,43,20
Bhayandar,Grant Road,12,10
Bhayandar,Santacruz,33,15
Bhayandar,Byculla,17,10
Bhayandar,Wadala Road,30,15
Bhayandar,Marine Lines,9,5
Bhayandar,Dockyard Road,19,10
Bhayandar,Ghatkopar,26,15
Bhayandar,Mulund,36,20
Bhayandar,Nahur,19,10
Bhayandar,Thakurli,18,10
Bhayandar,Chunabhatti,1,5
Bhayandar,Mahalaxmi,6,5
Bhayandar,Currey Road,35,15
Bhayandar,Matunga Road,2,5
Bhayandar,Malad,12,10
Bhayandar,Chhatrapati Shivaji Maharaj Terminus,25,15
Bhayandar,Kopar,39,20
Bhayandar,Vile Parle,23,15
Bhayandar,Chinchpokli,32,15
Bhayandar,Kalyan Junction,24,15
Bhayandar,Lower Parel,4,5
Bhayandar,Masjid,21,15
Bhayandar,Mira Road,21,15
Bhayandar,Andheri,20,10
Bhayandar,Mumbra,43,20
Bhayandar,Tilak Nagar,9,5
Bhayandar,Sion,16,10
Bhayandar,Dahisar,32,15
Bhayandar,Prabhadevi,12,10
Bhayandar,Parel,32,15
Bhayandar,Chembur,16,10
Bhayandar,Sanpada,18,10
Bhayandar,Kanjur Marg,48,20
Bhayandar,Charni Road,46,20
Bhayandar,Diva Junction,17,10
Bhayandar,Ram Mandir,41,20
Bhayandar,Matunga,47,20
Bhayandar,Mankhurd,46,20
Bhayandar,Borivali,25,15
Bhayandar,Guru Tegh Bahadur Nagar,1,5
Bhayandar,Mumbai Central,17,10
Bhayandar,Bandra,2,5
Bhayandar,Sewri,17,10
Bhayandar,Vidyavihar,12,10
Bhayandar,Khar Road,5,5
Bhayandar,Kandivli,31,15
Bhayandar,Jogeshwari,35,15
Bhayandar,Cotton Green,46,20
Bhayandar,Panvel,9,5
Bhayandar,Bhandup,17,10
Bhayandar,Naigaon,32,15
Bhayandar,Churchgate,37,20
Bhayandar,Vashi,50,20
Bhayandar,Kalwa,40,20
Bhayandar,Reay Road,18,10
Bhayandar,Mahim Junction,22,15
Bhayandar,Thane,36,20
Bhayandar,Nallasopara,38,20
Bhayandar,Vasai Road,31,15
Bhayandar,Virar,32,15
Matunga Road,Dadar,20,10
Matunga Road,Goregaon,19,10
Matunga Road,Sandhurst Road,45,20
Matunga Road,Dombivli,18,10
Matunga Road,Vikhroli,25,15
Matunga Road,Kurla,44,20
Matunga Road,Grant Road,11,10
Matunga Road,Santacruz,34,15
Matunga Road,Byculla,36,20
Matunga Road,Wadala Road,23,15
Matunga Road,Marine Lines,10,10
Matunga Road,Dockyard Road,34,15
Matunga Road,Ghatkopar,27,15
Matunga Road,Mulund,37,20
Matunga Road,Nahur,20,10
Matunga Road,Thakurli,35,15
Matunga Road,Chunabhatti,2,5
Matunga Road,Mahalaxmi,7,5
Matunga Road,Currey Road,18,10
Matunga Road,Bhayandar,2,5
Matunga Road,Malad,13,10
Matunga Road,Chhatrapati Shivaji Maharaj Terminus,28,15
Matunga Road,Kopar,14,10
Matunga Road,Vile Parle,30,15
Matunga Road,Chinchpokli,21,15
Matunga Road,Kalyan Junction,25,15
Matunga Road,Lower Parel,49,20
Matunga Road,Masjid,22,15
Matunga Road,Mira Road,32,15
Matunga Road,Andheri,33,15
Matunga Road,Mumbra,42,20
Matunga Road,Tilak Nagar,10,10
Matunga Road,Sion,37,20
Matunga Road,Dahisar,31,15
Matunga Road,Prabhadevi,13,10
Matunga Road,Parel,21,15
Matunga Road,Chembur,15,10
Matunga Road,Sanpada,35,15
Matunga Road,Kanjur Marg,49,20
Matunga Road,Charni Road,45,20
Matunga Road,Diva Junction,36,20
Matunga Road,Ram Mandir,12,10
Matunga Road,Matunga,6,5
Matunga Road,Mankhurd,7,5
Matunga Road,Borivali,28,15
Matunga Road,Guru Tegh Bahadur Nagar,2,5
Matunga Road,Mumbai Central,36,20
Matunga Road,Bandra,1,5
Matunga Road,Sewri,18,10
Matunga Road,Vidyavihar,41,20
Matunga Road,Khar Road,48,20
Matunga Road,Kandivli,22,15
Matunga Road,Jogeshwari,36,20
Matunga Road,Cotton Green,7,5
Matunga Road,Panvel,44,20
Matunga Road,Bhandup,36,20
Matunga Road,Naigaon,21,15
Matunga Road,Churchgate,36,20
Matunga Road,Vashi,3,5
Matunga Road,Kalwa,13,10
Matunga Road,Reay Road,35,15
Matunga Road,Mahim Junction,31,15
Matunga Road,Thane,37,20
Matunga Road,Nallasopara,39,20
Matunga Road,Vasai Road,32,15
Matunga Road,Virar,33,15
Malad,Dadar,32,15
Malad,Goregaon,45,20
Malad,Sandhurst Road,19,10
Malad,Dombivli,46,20
Malad,Vikhroli,39,20
Malad,Kurla,32,15
Malad,Grant Road,23,15
Malad,Santacruz,30,15
Malad,Byculla,28,15
Malad,Wadala Road,41,20
Malad,Marine Lines,4,5
Malad,Dockyard Road,30,15
Malad,Ghatkopar,37,20
Malad,Mulund,27,15
Malad,Nahur,8,5
Malad,Thakurli,29,15
Malad,Chunabhatti,40,20
Malad,Mahalaxmi,45,20
Malad,Currey Road,46,20
Malad,Bhayandar,12,10
Malad,Matunga Road,13,10
Malad,Chhatrapati Shivaji Maharaj Terminus,36,20
Malad,Kopar,50,20
Malad,Vile Parle,34,15
Malad,Chinchpokli,43,20
Malad,Kalyan Junction,13,10
Malad,Lower Parel,15,10
Malad,Masjid,10,10
Malad,Mira Road,32,15
Malad,Andheri,31,15
Malad,Mumbra,4,5
Malad,Tilak Nagar,4,5
Malad,Sion,27,15
Malad,Dahisar,43,20
Malad,Prabhadevi,1,5
Malad,Parel,43,20
Malad,Chembur,27,15
Malad,Sanpada,29,15
Malad,Kanjur Marg,15,10
Malad,Charni Road,7,5
Malad,Diva Junction,28,15
Malad,Ram Mandir,2,5
Malad,Matunga,8,5
Malad,Mankhurd,7,5
Malad,Borivali,36,20
Malad,Guru Tegh Bahadur Nagar,12,10
Malad,Mumbai Central,28,15
Malad,Bandra,13,10
Malad,Sewri,6,5
Malad,Vidyavihar,23,15
Malad,Khar Road,16,10
Malad,Kandivli,42,20
Malad,Jogeshwari,28,15
Malad,Cotton Green,7,5
Malad,Panvel,20,10
Malad,Bhandup,28,15
Malad,Naigaon,43,20
Malad,Churchgate,48,20
Malad,Vashi,11,10
Malad,Kalwa,1,5
Malad,Reay Road,29,15
Malad,Mahim Junction,33,15
Malad,Thane,27,15
Malad,Nallasopara,25,15
Malad,Vasai Road,20,10
Malad,Virar,31,15
Chhatrapati Shivaji Maharaj Terminus,Dadar,47,20
Chhatrapati Shivaji Maharaj Terminus,Goregaon,42,20
Chhatrapati Shivaji Maharaj Terminus,Sandhurst Road,18,10
Chhatrapati Shivaji Maharaj Terminus,Dombivli,41,20
Chhatrapati Shivaji Maharaj Terminus,Vikhroli,48,20
Chhatrapati Shivaji Maharaj Terminus,Kurla,17,10
Chhatrapati Shivaji Maharaj Terminus,Grant Road,38,20
Chhatrapati Shivaji Maharaj Terminus,Santacruz,7,5
Chhatrapati Shivaji Maharaj Terminus,Byculla,9,5
Chhatrapati Shivaji Maharaj Terminus,Wadala Road,46,20
Chhatrapati Shivaji Maharaj Terminus,Marine Lines,33,15
Chhatrapati Shivaji Maharaj Terminus,Dockyard Road,7,5
Chhatrapati Shivaji Maharaj Terminus,Ghatkopar,50,20
Chhatrapati Shivaji Maharaj Terminus,Mulund,10,10
Chhatrapati Shivaji Maharaj Terminus,Nahur,43,20
Chhatrapati Shivaji Maharaj Terminus,Thakurli,8,5
Chhatrapati Shivaji Maharaj Terminus,Chunabhatti,25,15
Chhatrapati Shivaji Maharaj Terminus,Mahalaxmi,30,15
Chhatrapati Shivaji Maharaj Terminus,Currey Road,41,20
Chhatrapati Shivaji Maharaj Terminus,Bhayandar,25,15
Chhatrapati Shivaji Maharaj Terminus,Matunga Road,28,15
Chhatrapati Shivaji Maharaj Terminus,Malad,36,20
Chhatrapati Shivaji Maharaj Terminus,Kopar,37,20
Chhatrapati Shivaji Maharaj Terminus,Vile Parle,3,5
Chhatrapati Shivaji Maharaj Terminus,Chinchpokli,8,5
Chhatrapati Shivaji Maharaj Terminus,Kalyan Junction,48,20
Chhatrapati Shivaji Maharaj Terminus,Lower Parel,22,15
Chhatrapati Shivaji Maharaj Terminus,Masjid,45,20
Chhatrapati Shivaji Maharaj Terminus,Mira Road,5,5
Chhatrapati Shivaji Maharaj Terminus,Andheri,6,5
Chhatrapati Shivaji Maharaj Terminus,Mumbra,19,10
Chhatrapati Shivaji Maharaj Terminus,Tilak Nagar,33,15
Chhatrapati Shivaji Maharaj Terminus,Sion,10,10
Chhatrapati Shivaji Maharaj Terminus,Dahisar,8,5
Chhatrapati Shivaji Maharaj Terminus,Prabhadevi,36,20
Chhatrapati Shivaji Maharaj Terminus,Parel,44,20
Chhatrapati Shivaji Maharaj Terminus,Chembur,42,20
Chhatrapati Shivaji Maharaj Terminus,Sanpada,8,5
Chhatrapati Shivaji Maharaj Terminus,Kanjur Marg,22,15
Chhatrapati Shivaji Maharaj Terminus,Charni Road,22,15
Chhatrapati Shivaji Maharaj Terminus,Diva Junction,9,5
Chhatrapati Shivaji Maharaj Terminus,Ram Mandir,35,15
Chhatrapati Shivaji Maharaj Terminus,Matunga,29,15
Chhatrapati Shivaji Maharaj Terminus,Mankhurd,30,15
Chhatrapati Shivaji Maharaj Terminus,Borivali,1,5
Chhatrapati Shivaji Maharaj Terminus,Guru Tegh Bahadur Nagar,25,15
Chhatrapati Shivaji Maharaj Terminus,Mumbai Central,9,5
Chhatrapati Shivaji Maharaj Terminus,Bandra,24,15
Chhatrapati Shivaji Maharaj Terminus,Sewri,41,20
Chhatrapati Shivaji Maharaj Terminus,Vidyavihar,14,10
Chhatrapati Shivaji Maharaj Terminus,Khar Road,31,15
Chhatrapati Shivaji Maharaj Terminus,Kandivli,45,20
Chhatrapati Shivaji Maharaj Terminus,Jogeshwari,9,5
Chhatrapati Shivaji Maharaj Terminus,Cotton Green,30,15
Chhatrapati Shivaji Maharaj Terminus,Panvel,35,15
Chhatrapati Shivaji Maharaj Terminus,Bhandup,9,5
Chhatrapati Shivaji Maharaj Terminus,Naigaon,44,20
Chhatrapati Shivaji Maharaj Terminus,Churchgate,13,10
Chhatrapati Shivaji Maharaj Terminus,Vashi,26,15
Chhatrapati Shivaji Maharaj Terminus,Kalwa,36,20
Chhatrapati Shivaji Maharaj Terminus,Reay Road,8,5
Chhatrapati Shivaji Maharaj Terminus,Mahim Junction,4,5
Chhatrapati Shivaji Maharaj Terminus,Thane,10,10
Chhatrapati Shivaji Maharaj Terminus,Nallasopara,12,10
Chhatrapati Shivaji Maharaj Terminus,Vasai Road,5,5
Chhatrapati Shivaji Maharaj Terminus,Virar,6,5
Kopar,Dadar,33,15
Kopar,Goregaon,46,20
Kopar,Sandhurst Road,32,15
Kopar,Dombivli,47,20
Kopar,Vikhroli,12,10
Kopar,Kurla,31,15
Kopar,Grant Road,24,15
Kopar,Santacruz,21,15
Kopar,Byculla,23,15
Kopar,Wadala Road,10,10
Kopar,Marine Lines,47,20
Kopar,Dockyard Road,21,15
Kopar,Ghatkopar,38,20
Kopar,Mulund,24,15
Kopar,Nahur,7,5
Kopar,Thakurli,22,15
Kopar,Chunabhatti,39,20
Kopar,Mahalaxmi,44,20
Kopar,Currey Road,5,5
Kopar,Bhayandar,39,20
Kopar,Matunga Road,14,10
Kopar,Malad,50,20
Kopar,Chhatrapati Shivaji Maharaj Terminus,37,20
Kopar,Vile Parle,35,15
Kopar,Chinchpokli,44,20
Kopar,Kalyan Junction,12,10
Kopar,Lower Parel,16,10
Kopar,Masjid,9,5
Kopar,Mira Road,19,10
Kopar,Andheri,20,10
Kopar,Mumbra,5,5
Kopar,Tilak Nagar,47,20
Kopar,Sion,28,15
Kopar,Dahisar,44,20
Kopar,Prabhadevi,50,20
Kopar,Parel,8,5
Kopar,Chembur,28,15
Kopar,Sanpada,30,15
Kopar,Kanjur Marg,36,20
Kopar,Charni Road,8,5
Kopar,Diva Junction,23,15
Kopar,Ram Mandir,49,20
Kopar,Matunga,9,5
Kopar,Mankhurd,8,5
Kopar,Borivali,15,10
Kopar,Guru Tegh Bahadur Nagar,39,20
Kopar,Mumbai Central,23,15
Kopar,Bandra,38,20
Kopar,Sewri,5,5
Kopar,Vidyavihar,28,15
Kopar,Khar Road,17,10
Kopar,Kandivli,9,5
Kopar,Jogeshwari,23,15
